State_Name,Diocese,Diocese_Detail,County_Name,Population,Percent_Catholic
Hawaii,Honolulu,Honolulu,Hawaii County,,
Hawaii,Honolulu,Honolulu,Honolulu County,,
Hawaii,Honolulu,Honolulu,Kalawao County,,
Hawaii,Honolulu,Honolulu,Kauai County,,
Hawaii,Honolulu,Honolulu,Maui County,,
Idaho,Boise,Boise,Ada County,,
Idaho,Boise,Boise,Adams County,,
Idaho,Boise,Boise,Bannock County,,
Idaho,Boise,Boise,Bear Lake County,,
Idaho,Boise,Boise,Benewah County,,
Idaho,Boise,Boise,Bingham County,,
Idaho,Boise,Boise,Blaine County,,
Idaho,Boise,Boise,Boise County,,
Idaho,Boise,Boise,Bonner County,,
Idaho,Boise,Boise,Bonneville County,,
Idaho,Boise,Boise,Boundary County,,
Idaho,Boise,Boise,Butte County,,
Idaho,Boise,Boise,Camas County,,
Idaho,Boise,Boise,Canyon County,,
Idaho,Boise,Boise,Caribou County,,
Idaho,Boise,Boise,Cassia County,,
Idaho,Boise,Boise,Clark County,,
Idaho,Boise,Boise,Clearwater County,,
Idaho,Boise,Boise,Custer County,,
Idaho,Boise,Boise,Elmore County,,
Idaho,Boise,Boise,Franklin County,,
Idaho,Boise,"Boise, Cheyenne",Fremont County,,
Idaho,Boise,Boise,Gem County,,
Idaho,Boise,Boise,Gooding County,,
Idaho,Boise,Boise,Idaho County,,
Idaho,Boise,Boise,Jefferson County,,
Idaho,Boise,Boise,Jerome County,,
Idaho,Boise,Boise,Kootenai County,,
Idaho,Boise,Boise,Latah County,,
Idaho,Boise,Boise,Lemhi County,,
Idaho,Boise,Boise,Lewis County,,
Idaho,Boise,Boise,Lincoln County,,
Idaho,Boise,Boise,Madison County,,
Idaho,Boise,Boise,Minidoka County,,
Idaho,Boise,Boise,Nez Perce County,,
Idaho,Boise,Boise,Oneida County,,
Idaho,Boise,Boise,Owyhee County,,
Idaho,Boise,Boise,Payette County,,
Idaho,Boise,Boise,Power County,,
Idaho,Boise,Boise,Shoshone County,,
Idaho,Boise,Boise,Teton County,,
Idaho,Boise,Boise,Twin Falls County,,
Idaho,Boise,Boise,Valley County,,
Idaho,Boise,Boise,Washington County,,
Illinois,Belleville,Belleville,Alexander County,,
Illinois,Belleville,Belleville,Clay County,,
Illinois,Belleville,Belleville,Clinton County,,
Illinois,Belleville,Belleville,Edwards County,,
Illinois,Belleville,Belleville,Franklin County,,
Illinois,Belleville,Belleville,Gallatin County,,
Illinois,Belleville,Belleville,Hamilton County,,
Illinois,Belleville,Belleville,Hardin County,,
Illinois,Belleville,Belleville,Jackson County,,
Illinois,Belleville,Belleville,Jefferson County,,
Illinois,Belleville,Belleville,Johnson County,,
Illinois,Belleville,Belleville,Lawrence County,,
Illinois,Belleville,Belleville,Marion County,,
Illinois,Belleville,Belleville,Massac County,,
Illinois,Belleville,Belleville,Monroe County,,
Illinois,Belleville,Belleville,Perry County,,
Illinois,Belleville,Belleville,Pope County,,
Illinois,Belleville,Belleville,Pulaski County,,
Illinois,Belleville,Belleville,Randolph County,,
Illinois,Belleville,Belleville,Richland County,,
Illinois,Belleville,Belleville,Saline County,,
Illinois,Belleville,Belleville,St. Clair County,,
Illinois,Belleville,Belleville,Union County,,
Illinois,Belleville,Belleville,Wabash County,,
Illinois,Belleville,Belleville,Washington County,,
Illinois,Belleville,Belleville,Wayne County,,
Illinois,Belleville,Belleville,White County,,
Illinois,Belleville,Belleville,Williamson County,,
Illinois,Chicago,Chicago,Cook County,,
Illinois,Chicago,Chicago,Lake County,,
Illinois,Joliet,Joliet,DuPage County,,
Illinois,Joliet,Joliet,Ford County,,
Illinois,Joliet,Joliet,Grundy County,,
Illinois,Joliet,Joliet,Iroquois County,,
Illinois,Joliet,Joliet,Kankakee County,,
Illinois,Joliet,Joliet,Kendall County,,
Illinois,Joliet,Joliet,Will County,,
Illinois,Peoria,Peoria,Bureau County,,
Illinois,Peoria,Peoria,Champaign County,,
Illinois,Peoria,Peoria,De Witt County,,
Illinois,Peoria,Peoria,Fulton County,,
Illinois,Peoria,Peoria,Hancock County,,
Illinois,Peoria,Peoria,Henderson County,,
Illinois,Peoria,Peoria,Henry County,,
Illinois,Peoria,Peoria,Knox County,,
Illinois,Peoria,Peoria,LaSalle County,,
Illinois,Peoria,Peoria,Livingston County,,
Illinois,Peoria,Peoria,Logan County,,
Illinois,Peoria,Peoria,Marshall County,,
Illinois,Peoria,Peoria,Mason County,,
Illinois,Peoria,Peoria,McDonough County,,
Illinois,Peoria,Peoria,McLean County,,
Illinois,Peoria,Peoria,Mercer County,,
Illinois,Peoria,Peoria,Peoria County,,
Illinois,Peoria,Peoria,Piatt County,,
Illinois,Peoria,Peoria,Putnam County,,
Illinois,Peoria,Peoria,Rock Island County,,
Illinois,Peoria,Peoria,Schuyler County,,
Illinois,Peoria,Peoria,Stark County,,
Illinois,Peoria,Peoria,Tazewell County,,
Illinois,Peoria,Peoria,Vermilion County,,
Illinois,Peoria,Peoria,Warren County,,
Illinois,Peoria,Peoria,Woodford County,,
Illinois,Rockford,Rockford,Boone County,,
Illinois,Rockford,Rockford,Carroll County,,
Illinois,Rockford,Rockford,DeKalb County,,
Illinois,Rockford,Rockford,Jo Daviess County,,
Illinois,Rockford,Rockford,Kane County,,
Illinois,Rockford,Rockford,Lee County,,
Illinois,Rockford,Rockford,McHenry County,,
Illinois,Rockford,Rockford,Ogle County,,
Illinois,Rockford,Rockford,Stephenson County,,
Illinois,Rockford,Rockford,Whiteside County,,
Illinois,Rockford,Rockford,Winnebago County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Adams County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Bond County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Brown County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Calhoun County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Cass County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Christian County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Clark County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Coles County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Crawford County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Cumberland County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Douglas County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Edgar County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Effingham County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Fayette County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Greene County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Jasper County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Jersey County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Macon County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Macoupin County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Madison County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Menard County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Montgomery County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Morgan County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Moultrie County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Pike County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Sangamon County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Scott County,,
Illinois,Springfield in Illinois,Springfield in Illinois,Shelby County,,
Indiana,Evansville,Evansville,Daviess County,,
Indiana,Evansville,Evansville,Dubois County,,
Indiana,Evansville,Evansville,Gibson County,,
Indiana,Evansville,Evansville,Greene County,,
Indiana,Evansville,Evansville,Knox County,,
Indiana,Evansville,Evansville,Martin County,,
Indiana,Evansville,Evansville,Pike County,,
Indiana,Evansville,Evansville,Posey County,,
Indiana,Evansville,"Evansville, Indianapolis",Spencer County,,
Indiana,Evansville,Evansville,Sullivan County,,
Indiana,Evansville,Evansville,Vanderburgh County,,
Indiana,Evansville,Evansville,Warrick County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Adams County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Allen County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,DeKalb County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Elkhart County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Huntington County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Kosciusko County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,LaGrange County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Marshall County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Noble County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,St. Joseph County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Steuben County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Wabash County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Wells County,,
Indiana,Fort Wayne-South Bend,Fort Wayne-South Bend,Whitley County,,
Indiana,Gary,Gary,Lake County,,
Indiana,Gary,Gary,LaPorte County,,
Indiana,Gary,Gary,Porter County,,
Indiana,Gary,Gary,Starke County,,
Indiana,Indianapolis,Indianapolis,Bartholomew County,,
Indiana,Indianapolis,Indianapolis,Brown County,,
Indiana,Indianapolis,Indianapolis,Clark County,,
Indiana,Indianapolis,Indianapolis,Clay County,,
Indiana,Indianapolis,Indianapolis,Crawford County,,
Indiana,Indianapolis,Indianapolis,Dearborn County,,
Indiana,Indianapolis,Indianapolis,Decatur County,,
Indiana,Indianapolis,Indianapolis,Fayette County,,
Indiana,Indianapolis,Indianapolis,Floyd County,,
Indiana,Indianapolis,Indianapolis,Franklin County,,
Indiana,Indianapolis,Indianapolis,Hancock County,,
Indiana,Indianapolis,Indianapolis,Harrison County,,
Indiana,Indianapolis,Indianapolis,Hendricks County,,
Indiana,Indianapolis,Indianapolis,Henry County,,
Indiana,Indianapolis,Indianapolis,Jackson County,,
Indiana,Indianapolis,Indianapolis,Jefferson County,,
Indiana,Indianapolis,Indianapolis,Jennings County,,
Indiana,Indianapolis,Indianapolis,Johnson County,,
Indiana,Indianapolis,Indianapolis,Lawrence County,,
Indiana,Indianapolis,Indianapolis,Marion County,,
Indiana,Indianapolis,Indianapolis,Monroe County,,
Indiana,Indianapolis,Indianapolis,Morgan County,,
Indiana,Indianapolis,Indianapolis,Ohio County,,
Indiana,Indianapolis,Indianapolis,Orange County,,
Indiana,Indianapolis,Indianapolis,Owen County,,
Indiana,Indianapolis,Indianapolis,Parke County,,
Indiana,Indianapolis,Indianapolis,Perry County,,
Indiana,Indianapolis,Indianapolis,Putnam County,,
Indiana,Indianapolis,Indianapolis,Ripley County,,
Indiana,Indianapolis,Indianapolis,Rush County,,
Indiana,Indianapolis,Indianapolis,Scott County,,
Indiana,Indianapolis,Indianapolis,Shelby County,,
Indiana,Indianapolis,Indianapolis,Switzerland County,,
Indiana,Indianapolis,Indianapolis,Union County,,
Indiana,Indianapolis,Indianapolis,Vermillion County,,
Indiana,Indianapolis,Indianapolis,Vigo County,,
Indiana,Indianapolis,Indianapolis,Washington County,,
Indiana,Indianapolis,Indianapolis,Wayne County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Benton County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Blackford County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Boone County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Carroll County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Cass County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Clinton County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Delaware County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Fountain County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Fulton County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Grant County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Hamilton County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Howard County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Jasper County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Jay County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Madison County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Miami County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Montgomery County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Newton County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Pulaski County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Randolph County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Tippecanoe County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Tipton County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,Warren County,,
Indiana,Lafayette in Indiana,Lafayette in Indiana,White County,,
Iowa,Davenport,Davenport,Appanoose County,,
Iowa,Davenport,Davenport,Cedar County,,
Iowa,Davenport,Davenport,Clinton County,,
Iowa,Davenport,Davenport,Davis County,,
Iowa,Davenport,Davenport,Des Moines County,,
Iowa,Davenport,Davenport,Henry County,,
Iowa,Davenport,Davenport,Iowa County,,
Iowa,Davenport,Davenport,Jasper County,,
Iowa,Davenport,Davenport,Jefferson County,,
Iowa,Davenport,Davenport,Johnson County,,
Iowa,Davenport,Davenport,Keokuk County,,
Iowa,Davenport,Davenport,Lee County,,
Iowa,Davenport,Davenport,Louisa County,,
Iowa,Davenport,Davenport,Mahaska County,,
Iowa,Davenport,Davenport,Marion County,,
Iowa,Davenport,Davenport,Monroe County,,
Iowa,Davenport,Davenport,Muscatine County,,
Iowa,Davenport,Davenport,Poweshiek County,,
Iowa,Davenport,Davenport,Scott County,,
Iowa,Davenport,Davenport,Van Buren County,,
Iowa,Davenport,Davenport,Wapello County,,
Iowa,Davenport,Davenport,Washington County,,
Iowa,Des Moines,Des Moines,Adair County,,
Iowa,Des Moines,Des Moines,Adams County,,
Iowa,Des Moines,Des Moines,Audubon County,,
Iowa,Des Moines,Des Moines,Cass County,,
Iowa,Des Moines,Des Moines,Clarke County,,
Iowa,Des Moines,Des Moines,Dallas County,,
Iowa,Des Moines,Des Moines,Decatur County,,
Iowa,Des Moines,Des Moines,Fremont County,,
Iowa,Des Moines,Des Moines,Guthrie County,,
Iowa,Des Moines,Des Moines,Harrison County,,
Iowa,Des Moines,Des Moines,Lucas County,,
Iowa,Des Moines,Des Moines,Madison County,,
Iowa,Des Moines,Des Moines,Mills County,,
Iowa,Des Moines,Des Moines,Montgomery County,,
Iowa,Des Moines,Des Moines,Page County,,
Iowa,Des Moines,Des Moines,Polk County,,
Iowa,Des Moines,Des Moines,Pottawattamie County,,
Iowa,Des Moines,Des Moines,Ringgold County,,
Iowa,Des Moines,Des Moines,Shelby County,,
Iowa,Des Moines,Des Moines,Taylor County,,
Iowa,Des Moines,Des Moines,Union County,,
Iowa,Des Moines,Des Moines,Warren County,,
Iowa,Des Moines,Des Moines,Wayne County,,
Iowa,Dubuque,Dubuque,Allamakee County,,
Iowa,Dubuque,Dubuque,Benton County,,
Iowa,Dubuque,Dubuque,Black Hawk County,,
Iowa,Dubuque,Dubuque,Bremer County,,
Iowa,Dubuque,Dubuque,Buchanan County,,
Iowa,Dubuque,Dubuque,Butler County,,
Iowa,Dubuque,Dubuque,Cerro Gordo County,,
Iowa,Dubuque,Dubuque,Chickasaw County,,
Iowa,Dubuque,Dubuque,Clayton County,,
Iowa,Dubuque,Dubuque,Delaware County,,
Iowa,Dubuque,Dubuque,Dubuque County,,
Iowa,Dubuque,Dubuque,Fayette County,,
Iowa,Dubuque,Dubuque,Floyd County,,
Iowa,Dubuque,Dubuque,Franklin County,,
Iowa,Dubuque,Dubuque,Grundy County,,
Iowa,Dubuque,Dubuque,Hamilton County,,
Iowa,Dubuque,Dubuque,Hancock County,,
Iowa,Dubuque,Dubuque,Hardin County,,
Iowa,Dubuque,Dubuque,Howard County,,
Iowa,Dubuque,Dubuque,Jackson County,,
Iowa,Dubuque,Dubuque,Jones County,,
Iowa,Dubuque,Dubuque,Linn County,,
Iowa,Dubuque,Dubuque,Marshall County,,
Iowa,Dubuque,Dubuque,Mitchell County,,
Iowa,Dubuque,Dubuque,Story County,,
Iowa,Dubuque,Dubuque,Tama County,,
Iowa,Dubuque,Dubuque,Winnebago County,,
Iowa,Dubuque,Dubuque,Winneshiek County,,
Iowa,Dubuque,Dubuque,Worth County,,
Iowa,Dubuque,Dubuque,Wright County,,
Iowa,Sioux City,Sioux City,Boone County,,
Iowa,Sioux City,Sioux City,Buena Vista County,,
Iowa,Sioux City,Sioux City,Calhoun County,,
Iowa,Sioux City,Sioux City,Carroll County,,
Iowa,Sioux City,Sioux City,Cherokee County,,
Iowa,Sioux City,Sioux City,Clay County,,
Iowa,Sioux City,Sioux City,Crawford County,,
Iowa,Sioux City,Sioux City,Dickinson County,,
Iowa,Sioux City,Sioux City,Emmet County,,
Iowa,Sioux City,Sioux City,Greene County,,
Iowa,Sioux City,Sioux City,Humboldt County,,
Iowa,Sioux City,Sioux City,Ida County,,
Iowa,Sioux City,Sioux City,Kossuth County,,
Iowa,Sioux City,Sioux City,Lyon County,,
Iowa,Sioux City,Sioux City,Monona County,,
Iowa,Sioux City,Sioux City,O'Brien County,,
Iowa,Sioux City,Sioux City,Osceola County,,
Iowa,Sioux City,Sioux City,Palo Alto County,,
Iowa,Sioux City,Sioux City,Plymouth County,,
Iowa,Sioux City,Sioux City,Pocahontas County,,
Iowa,Sioux City,Sioux City,Sac County,,
Iowa,Sioux City,Sioux City,Sioux County,,
Iowa,Sioux City,Sioux City,Webster County,,
Iowa,Sioux City,Sioux City,Woodbury County,,
Kansas,Dodge City,Dodge City,Barber County,,
Kansas,Dodge City,Dodge City,Barton County,,
Kansas,Dodge City,Dodge City,Clark County,,
Kansas,Dodge City,Dodge City,Comanche County,,
Kansas,Dodge City,Dodge City,Edwards County,,
Kansas,Dodge City,Dodge City,Finney County,,
Kansas,Dodge City,Dodge City,Ford County,,
Kansas,Dodge City,Dodge City,Grant County,,
Kansas,Dodge City,Dodge City,Gray County,,
Kansas,Dodge City,Dodge City,Greeley County,,
Kansas,Dodge City,Dodge City,Hamilton County,,
Kansas,Dodge City,Dodge City,Haskell County,,
Kansas,Dodge City,Dodge City,Hodgeman County,,
Kansas,Dodge City,Dodge City,Kearny County,,
Kansas,Dodge City,Dodge City,Kiowa County,,
Kansas,Dodge City,Dodge City,Lane County,,
Kansas,Dodge City,Dodge City,Meade County,,
Kansas,Dodge City,Dodge City,Morton County,,
Kansas,Dodge City,Dodge City,Ness County,,
Kansas,Dodge City,Dodge City,Pawnee County,,
Kansas,Dodge City,Dodge City,Pratt County,,
Kansas,Dodge City,Dodge City,Rush County,,
Kansas,Dodge City,Dodge City,Scott County,,
Kansas,Dodge City,Dodge City,Seward County,,
Kansas,Dodge City,Dodge City,Stafford County,,
Kansas,Dodge City,Dodge City,Stanton County,,
Kansas,Dodge City,Dodge City,Stevens County,,
Kansas,Dodge City,Dodge City,Wichita County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Anderson County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Atchison County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Brown County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Coffey County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Doniphan County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Douglas County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Franklin County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Jackson County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Jefferson County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Johnson County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Leavenworth County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Linn County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Lyon County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Marshall County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Miami County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Nemaha County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Osage County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Pottawatomie County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Shawnee County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Wabaunsee County,,
Kansas,Kansas City in Kansas,Kansas City in Kansas,Wyandotte County,,
Kansas,Salina,Salina,Cheyenne County,,
Kansas,Salina,Salina,Clay County,,
Kansas,Salina,Salina,Cloud County,,
Kansas,Salina,Salina,Decatur County,,
Kansas,Salina,Salina,Dickinson County,,
Kansas,Salina,Salina,Ellis County,,
Kansas,Salina,Salina,Ellsworth County,,
Kansas,Salina,Salina,Geary County,,
Kansas,Salina,Salina,Gove County,,
Kansas,Salina,Salina,Graham County,,
Kansas,Salina,Salina,Jewell County,,
Kansas,Salina,Salina,Lincoln County,,
Kansas,Salina,Salina,Logan County,,
Kansas,Salina,Salina,Mitchell County,,
Kansas,Salina,Salina,Norton County,,
Kansas,Salina,Salina,Osborne County,,
Kansas,Salina,Salina,Ottawa County,,
Kansas,Salina,Salina,Phillips County,,
Kansas,Salina,Salina,Rawlins County,,
Kansas,Salina,Salina,Republic County,,
Kansas,Salina,Salina,Riley County,,
Kansas,Salina,Salina,Rooks County,,
Kansas,Salina,Salina,Russell County,,
Kansas,Salina,Salina,Saline County,,
Kansas,Salina,Salina,Sheridan County,,
Kansas,Salina,Salina,Sherman County,,
Kansas,Salina,Salina,Smith County,,
Kansas,Salina,Salina,Thomas County,,
Kansas,Salina,Salina,Trego County,,
Kansas,Salina,Salina,Wallace County,,
Kansas,Salina,Salina,Washington County,,
Kansas,Wichita,Wichita,Allen County,,
Kansas,Wichita,Wichita,Bourbon County,,
Kansas,Wichita,Wichita,Butler County,,
Kansas,Wichita,Wichita,Chase County,,
Kansas,Wichita,Wichita,Chautauqua County,,
Kansas,Wichita,Wichita,Cherokee County,,
Kansas,Wichita,Wichita,Cowley County,,
Kansas,Wichita,Wichita,Crawford County,,
Kansas,Wichita,Wichita,Elk County,,
Kansas,Wichita,Wichita,Greenwood County,,
Kansas,Wichita,Wichita,Harper County,,
Kansas,Wichita,Wichita,Harvey County,,
Kansas,Wichita,Wichita,Kingman County,,
Kansas,Wichita,Wichita,Labette County,,
Kansas,Wichita,Wichita,Marion County,,
Kansas,Wichita,Wichita,McPherson County,,
Kansas,Wichita,Wichita,Montgomery County,,
Kansas,Wichita,Wichita,Morris County,,
Kansas,Wichita,Wichita,Neosho County,,
Kansas,Wichita,Wichita,Reno County,,
Kansas,Wichita,Wichita,Rice County,,
Kansas,Wichita,Wichita,Sedgwick County,,
Kansas,Wichita,Wichita,Sumner County,,
Kansas,Wichita,Wichita,Wilson County,,
Kansas,Wichita,Wichita,Woodson County,,
Kentucky,Covington,Covington,Boone County,,
Kentucky,Covington,Covington,Bracken County,,
Kentucky,Covington,Covington,Campbell County,,
Kentucky,Covington,Covington,Carroll County,,
Kentucky,Covington,Covington,Fleming County,,
Kentucky,Covington,Covington,Gallatin County,,
Kentucky,Covington,Covington,Grant County,,
Kentucky,Covington,Covington,Harrison County,,
Kentucky,Covington,Covington,Kenton County,,
Kentucky,Covington,Covington,Lewis County,,
Kentucky,Covington,Covington,Mason County,,
Kentucky,Covington,Covington,Owen County,,
Kentucky,Covington,Covington,Pendleton County,,
Kentucky,Covington,Covington,Robertson County,,
Kentucky,Lexington,Lexington,Anderson County,,
Kentucky,Lexington,Lexington,Bath County,,
Kentucky,Lexington,Lexington,Bell County,,
Kentucky,Lexington,Lexington,Bourbon County,,
Kentucky,Lexington,Lexington,Boyd County,,
Kentucky,Lexington,Lexington,Boyle County,,
Kentucky,Lexington,Lexington,Breathitt County,,
Kentucky,Lexington,Lexington,Carter County,,
Kentucky,Lexington,Lexington,Clark County,,
Kentucky,Lexington,Lexington,Clay County,,
Kentucky,Lexington,Lexington,Elliott County,,
Kentucky,Lexington,Lexington,Estill County,,
Kentucky,Lexington,Lexington,Fayette County,,
Kentucky,Lexington,Lexington,Floyd County,,
Kentucky,Lexington,Lexington,Franklin County,,
Kentucky,Lexington,Lexington,Garrard County,,
Kentucky,Lexington,Lexington,Greenup County,,
Kentucky,Lexington,Lexington,Harlan County,,
Kentucky,Lexington,Lexington,Jackson County,,
Kentucky,Lexington,Lexington,Jessamine County,,
Kentucky,Lexington,Lexington,Johnson County,,
Kentucky,Lexington,Lexington,Knott County,,
Kentucky,Lexington,Lexington,Knox County,,
Kentucky,Lexington,Lexington,Laurel County,,
Kentucky,Lexington,Lexington,Lawrence County,,
Kentucky,Lexington,Lexington,Lee County,,
Kentucky,Lexington,Lexington,Leslie County,,
Kentucky,Lexington,Lexington,Letcher County,,
Kentucky,Lexington,Lexington,Lincoln County,,
Kentucky,Lexington,Lexington,Madison County,,
Kentucky,Lexington,Lexington,Magoffin County,,
Kentucky,Lexington,Lexington,Martin County,,
Kentucky,Lexington,Lexington,McCreary County,,
Kentucky,Lexington,Lexington,Menifee County,,
Kentucky,Lexington,Lexington,Mercer County,,
Kentucky,Lexington,Lexington,Montgomery County,,
Kentucky,Lexington,Lexington,Morgan County,,
Kentucky,Lexington,Lexington,Nicholas County,,
Kentucky,Lexington,Lexington,Owsley County,,
Kentucky,Lexington,Lexington,Perry County,,
Kentucky,Lexington,Lexington,Pike County,,
Kentucky,Lexington,Lexington,Powell County,,
Kentucky,Lexington,Lexington,Pulaski County,,
Kentucky,Lexington,Lexington,Rockcastle County,,
Kentucky,Lexington,Lexington,Rowan County,,
Kentucky,Lexington,Lexington,Scott County,,
Kentucky,Lexington,Lexington,Wayne County,,
Kentucky,Lexington,Lexington,Whitley County,,
Kentucky,Lexington,Lexington,Wolfe County,,
Kentucky,Lexington,Lexington,Woodford County,,
Kentucky,Louisville,Louisville,Adair County,,
Kentucky,Louisville,Louisville,Barren County,,
Kentucky,Louisville,Louisville,Bullitt County,,
Kentucky,Louisville,Louisville,Casey County,,
Kentucky,Louisville,Louisville,Clinton County,,
Kentucky,Louisville,Louisville,Cumberland County,,
Kentucky,Louisville,Louisville,Green County,,
Kentucky,Louisville,Louisville,Hardin County,,
Kentucky,Louisville,Louisville,Hart County,,
Kentucky,Louisville,Louisville,Henry County,,
Kentucky,Louisville,Louisville,Jefferson County,,
Kentucky,Louisville,Louisville,Larue County,,
Kentucky,Louisville,Louisville,Marion County,,
Kentucky,Louisville,Louisville,Meade County,,
Kentucky,Louisville,Louisville,Metcalfe County,,
Kentucky,Louisville,Louisville,Monroe County,,
Kentucky,Louisville,Louisville,Nelson County,,
Kentucky,Louisville,Louisville,Oldham County,,
Kentucky,Louisville,Louisville,Russell County,,
Kentucky,Louisville,Louisville,Shelby County,,
Kentucky,Louisville,Louisville,Spencer County,,
Kentucky,Louisville,Louisville,Taylor County,,
Kentucky,Louisville,Louisville,Trimble County,,
Kentucky,Louisville,Louisville,Washington County,,
Kentucky,Owensboro,Owensboro,Allen County,,
Kentucky,Owensboro,Owensboro,Ballard County,,
Kentucky,Owensboro,Owensboro,Breckinridge County,,
Kentucky,Owensboro,Owensboro,Butler County,,
Kentucky,Owensboro,Owensboro,Caldwell County,,
Kentucky,Owensboro,Owensboro,Calloway County,,
Kentucky,Owensboro,Owensboro,Carlisle County,,
Kentucky,Owensboro,Owensboro,Christian County,,
Kentucky,Owensboro,Owensboro,Crittenden County,,
Kentucky,Owensboro,Owensboro,Daviess County,,
Kentucky,Owensboro,Owensboro,Edmonson County,,
Kentucky,Owensboro,Owensboro,Fulton County,,
Kentucky,Owensboro,Owensboro,Graves County,,
